ID,d_visi,Jūsu dzimums,Vecums,Vecums,Dzimšanas gads,Jūsu ģimenes stāvoklis,"Cik cilvēku dzīvo Jūsu mājsaimniecībā, ieskaitot Jūs","Vai Jūsu ģimenē ir bērni vecumā līdz 18 gadiem (ieskaitot), kuri dzīvo kopā ar Jums?",Jūs dzīvojat…,Kāda ir Jūsu izglītība?,Izglītība,Kāda ir Jūsu tautība?,Tautība,Kādā valodā galvenokārt Jūs runājat ģimenē?,Vai Jums ir LR pilsonība?,Kādā sektorā Jūs strādājat:,Pamatnodarbošanās (Zemnieks pie pašnodarbinātā),Pamatnodarbošanās,Mēneša vidējie ienākumi uz vienu ģimenes locekli (kopējais),Mēneša vidējie ienākumi uz vienu ģimenes locekli (kvintiles),Reģions,Reģions (vēlēš. apg.),Novads,"Lūdzu, atzīmējiet, kurā pilsētā vai pagastā Jūs dzīvojat. Ja Jums ir vairākas dzīvesvietas, lūdzu, atzīmējiet to, kur Jūs dzīvojat visbiežāk.",Apdzīvota vieta,Kādā valodā notika intervija?,Intervijas beigu laiks,Intervijas sākuma laiks,Intervijas datums,Intervijas garums (min),Apdzīvota vieta,"Vai ģimenē, kurā Jūs uzaugāt, bija kādas ar dziedāšanu saistītas tradīcijas (šūpuļdziesmas, jubilāra apsveikšana dziedot, dziedāšana saviesīgos mājas pasākumos, mājas ballītēs, vecāki dziedāja korī u.tml.)?","Lūdzu, atzīmējiet visus apgalvojumus, kuri raksturo Jūsu dziedāšanas paradumus. - Dziedu korī",Dungoju ik uz soļa,Mēdzu dziedāt līdzi vai kā dalībnieks Dziesmu svētku koncertos,Mēdzu dziedāt līdzi citos koncertos,Mēdzu dziedāt pie Jāņu ugunskura,"Dziedu līdzi, kad svinīgos brīžos tiek dziedāta valsts himna","Mēdzu dziedāt, apsveicot jubilāru","Dažkārt mēdzu dziedāt ballītēs, saviesīgos pasākumos",Mēdzu dziedāt dušā,"Dažkārt dziedu vienatnē, attiecīgā garastāvoklī, kad spēlē dziesmu, kura man patīk","Mēdzu dziedāt baznīcā, Dievkalpojumos","Mēdzu dziedāt, braucot automašīnā",Mēdzu dziedāt bērniem/ kopā ar bērniem,Mēdzu dziedāt citās situācijās,Nekad nedziedu,Cik labi Jūs pārzināt latviešu tautasdziesmas?,Kuras trīs no šīm tautasdziesmām Jums patīk vislabāk? - Skaisti dziedi lakstīgala,"Tumša nakte, zaļa zāle","Āvu, āvu baltas kājas",Rīga dimd,"Kur tu skriesi, vanadziņ(i)",Krauklīt’s sēž ozolā,"Pūt, vējiņi",Neviena,Grūti pateikt,"Vai Jūs piekrītat apgalvojumam, ka latvieši ir dziedātāju tauta?","Vai Jūs piekrītat apgalvojumam, ka mūsu dienās latvieši ir mazākā mērā dziedātāju tauta, nekā pusi gadsimta atpakaļ?","Vai, Jūsuprāt, dziedātprasme ir apgūstama?",Vai Jūs vēlētos iemācīties dziedāt labāk?,"Cik Jums ir svarīgi, lai bērni Latvijā turpina dziedāšanas tradīcijas?",weight
219,Visi respondenti,Sieviete,71.00,64 - 75,1947,Šķīries (-usies) vai nedzīvo kopā ar vīru/ sievu,1,Nē,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,330.00,Eur 251 - Eur 350,Kurzeme,Kurzeme,Liepāja,Liepāja,Cita pilsēta,LAT,13.03.2018 21:31,13.03.2018 21:21,13-MAR-2018,12:09:54 priekšp.,Lielās pilsētas,Jā,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,1,0,0,1,0,0,Pilnībā piekrītu,Pilnība nepiekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.760735016
221,Visi respondenti,Vīrietis,36.00,35 - 44,1982,Neprecējies (-usies),4,Jā,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,850.00,Eur 700 un vairāk,Zemgale,Zemgale,Jelgavas novads,Elejas pagasts,Lauki,LAT,13.03.2018 21:29,13.03.2018 21:22,13-MAR-2018,12:07:17 priekšp.,Lauku teritorija,Grūti pateikt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,1,0,Drīzāk nepiekrītu,Grūti pateikt,Jā,Nē,Tas nemaz nav svarīgi,1.14360107
224,Visi respondenti,Sieviete,41.00,35 - 44,1977,Precējies (-usies) vai dzīvo ar partneri,5,Jā,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,700.00,Eur 700 un vairāk,Zemgale,Zemgale,Jelgavas novads,Līvbērzes pagasts,Lauki,LAT,13.03.2018 21:35,13.03.2018 21:23,13-MAR-2018,12:12:07 priekšp.,Lauku teritorija,Jā,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,Populārākajām dziesmām varu nodziedāt dažus pantus,1,1,0,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk nepiekrītu,Jā,"Jā, un ir konkrēti nodomi vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.935700489
225,Visi respondenti,Sieviete,31.00,25 - 34,1987,Neprecējies (-usies),3,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 21:29,13.03.2018 21:23,13-MAR-2018,12:06:21 priekšp.,Rīga,Jā,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,Nemaz neorientējos šajā žanrā,0,1,0,1,0,0,0,0,0,Drīzāk piekrītu,Pilnībā piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,1.200429692
226,Visi respondenti,Sieviete,68.00,64 - 75,1950,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Nē,Nestrādā,Pensionārs (-e),Nestrādājošie,300.00,Eur 251 - Eur 350,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 21:32,13.03.2018 21:23,13-MAR-2018,12:09:04 priekšp.,Rīga,Jā,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,1,1,0,1,0,0,Drīzāk piekrītu,Drīzāk nepiekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.944502424
229,Visi respondenti,Sieviete,20.00,18 - 24,1998,Neprecējies (-usies),6,Jā,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,"Skolnieks, students",Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 21:30,13.03.2018 21:25,13-MAR-2018,12:05:06 priekšp.,Rīga,Jā,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,0,0,0,0,0,0,0,1,Drīzāk piekrītu,Pilnībā piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,1.216039779
232,Visi respondenti,Sieviete,19.00,18 - 24,1999,Neprecējies (-usies),3,Jā,"Savrupmāja, privātmāja",Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,"Skolnieks, students",Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Pierīga,Vidzeme,Olaines novads,Olaines pagasts,Lauki,LAT,13.03.2018 21:33,13.03.2018 21:26,13-MAR-2018,12:06:44 priekšp.,Lauku teritorija,Nē,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,Nemaz neorientējos šajā žanrā,1,0,0,1,0,0,1,0,0,Pilnībā piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas drīzāk nav svarīgi,1.32903928
233,Visi respondenti,Sieviete,67.00,64 - 75,1951,Precējies (-usies) vai dzīvo ar partneri,2,Nē,"Savrupmāja, privātmāja",Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,350.00,Eur 251 - Eur 350,Kurzeme,Kurzeme,Liepāja,Liepāja,Cita pilsēta,LAT,13.03.2018 21:38,13.03.2018 21:26,13-MAR-2018,12:11:56 priekšp.,Lielās pilsētas,Jā,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,1,0,0,0,0,1,1,0,0,Drīzāk piekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.760735016
234,Visi respondenti,Sieviete,37.00,35 - 44,1981,Precējies (-usies) vai dzīvo ar partneri,3,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,"Mājsaimniece (-ks), bērna kopšanas atvaļinājums",Nestrādājošie,600.00,Eur 500 - Eur 699,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 21:35,13.03.2018 21:26,13-MAR-2018,12:08:02 priekšp.,Rīga,Jā,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,1,0,0,0,0,0,Drīzāk piekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,0.81232939
236,Visi respondenti,Sieviete,59.00,55 - 63,1959,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)",Augstākā vai vidējā līmeņa vadītājs,Strādājošie,500.00,Eur 500 - Eur 699,Zemgale,Zemgale,Aizkraukles novads,Aizkraukles pilsēta,Cita pilsēta,LAT,13.03.2018 21:34,13.03.2018 21:27,13-MAR-2018,12:06:55 priekšp.,Cita pilsēta,Jā,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,Ļoti labi pārzinu,1,0,1,0,0,0,1,0,0,Pilnībā piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.892350053
239,Visi respondenti,Vīrietis,53.00,45 - 54,1965,Precējies (-usies) vai dzīvo ar partneri,3,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,2000.00,Eur 700 un vairāk,Vidzeme,Vidzeme,Alūksnes novads,Mālupes pagasts,Lauki,LAT,13.03.2018 23:04,13.03.2018 21:29,13-MAR-2018,1:35:00 priekšp.,Lauku teritorija,Jā,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,0,0,1,1,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,1.02265443
240,Visi respondenti,Sieviete,51.00,45 - 54,1967,Precējies (-usies) vai dzīvo ar partneri,5,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 21:39,13.03.2018 21:29,13-MAR-2018,12:10:11 priekšp.,Rīga,Jā,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,0,0,1,0,0,1,0,0,Pilnībā piekrītu,Drīzāk piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.785672431
241,Visi respondenti,Vīrietis,39.00,35 - 44,1979,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Strādnieks, strādā fizisku darbu",Strādājošie,400.00,Eur 351 - Eur 499,Zemgale,Zemgale,Jelgava,Jelgava,Cita pilsēta,LAT,13.03.2018 21:33,13.03.2018 21:29,13-MAR-2018,12:03:51 priekšp.,Lielās pilsētas,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,1,0,0,0,0,0,0,Pilnībā piekrītu,Pilnībā piekrītu,"Nē, viss atkarīgs no iedzimtām spējām",Nē,Tas drīzāk nav svarīgi,0.973824732
242,Visi respondenti,Sieviete,38.00,35 - 44,1980,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,350.00,Eur 251 - Eur 350,Vidzeme,Vidzeme,Gulbenes novads,Gulbenes pilsēta,Cita pilsēta,LAT,13.03.2018 21:37,13.03.2018 21:30,13-MAR-2018,12:06:59 priekšp.,Cita pilsēta,Jā,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",1,1,0,0,0,0,1,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,1.015957667
244,Visi respondenti,Sieviete,37.00,35 - 44,1981,Precējies (-usies) vai dzīvo ar partneri,6,Jā,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,200.00,Eur 0 - Eur 250,Pierīga,Vidzeme,Ogres novads,Ogres pilsēta,Cita pilsēta,LAT,13.03.2018 21:59,13.03.2018 21:31,13-MAR-2018,12:27:59 priekšp.,Cita pilsēta,Jā,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,1,1,0,0,0,0,1,0,0,Drīzāk piekrītu,Grūti pateikt,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.887814433
246,Visi respondenti,Vīrietis,35.00,35 - 44,1983,Neprecējies (-usies),2,Nē,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Strādnieks, strādā fizisku darbu",Strādājošie,400.00,Eur 351 - Eur 499,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 21:39,13.03.2018 21:33,13-MAR-2018,12:06:10 priekšp.,Rīga,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,1,0,Pilnība nepiekrītu,Pilnībā piekrītu,"Nē, viss atkarīgs no iedzimtām spējām",Nē,Tas nemaz nav svarīgi,0.992818504
247,Visi respondenti,Vīrietis,75.00,64 - 75,1943,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,320.00,Eur 251 - Eur 350,Pierīga,Vidzeme,Jūrmala,Jūrmala,Cita pilsēta,LAT,13.03.2018 21:47,13.03.2018 21:33,13-MAR-2018,12:14:25 priekšp.,Lielās pilsētas,Jā,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,0,1,1,1,0,0,Pilnībā piekrītu,Pilnībā piekrītu,"Nē, viss atkarīgs no iedzimtām spējām","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.914836119
248,Visi respondenti,Sieviete,33.00,25 - 34,1985,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Nē,Nestrādā,"Mājsaimniece (-ks), bērna kopšanas atvaļinājums",Nestrādājošie,350.00,Eur 251 - Eur 350,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 21:48,13.03.2018 21:33,13-MAR-2018,12:14:28 priekšp.,Rīga,Nē,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,1,0,Drīzāk piekrītu,Drīzāk nepiekrītu,Jā,Nē,Tas nemaz nav svarīgi,1.200429692
251,Visi respondenti,Vīrietis,75.00,64 - 75,1943,Precējies (-usies) vai dzīvo ar partneri,4,Jā,"Savrupmāja, privātmāja",Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,500.00,Eur 500 - Eur 699,Pierīga,Vidzeme,Jūrmala,Jūrmala,Cita pilsēta,LAT,13.03.2018 21:47,13.03.2018 21:34,13-MAR-2018,12:13:08 priekšp.,Lielās pilsētas,Jā,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Ļoti labi pārzinu,1,0,0,0,1,1,0,0,0,Pilnībā piekrītu,Pilnībā piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.914836119
253,Visi respondenti,Vīrietis,45.00,45 - 54,1973,Precējies (-usies) vai dzīvo ar partneri,6,Jā,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Strādnieks, strādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 21:40,13.03.2018 21:35,13-MAR-2018,12:05:47 priekšp.,Rīga,Grūti pateikt,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",1,1,0,0,0,1,0,0,0,Pilnībā piekrītu,Pilnībā piekrītu,"Nē, viss atkarīgs no iedzimtām spējām",Nē,Tas ir drīzāk svarīgi,0.817683921
254,Visi respondenti,Vīrietis,61.00,55 - 63,1957,Precējies (-usies) vai dzīvo ar partneri,1,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,350.00,Eur 251 - Eur 350,Vidzeme,Vidzeme,Smiltenes novads,Brantu pagasts,Lauki,LAT,13.03.2018 21:44,13.03.2018 21:35,13-MAR-2018,12:08:42 priekšp.,Lauku teritorija,Jā,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,0,0,1,1,0,0,Pilnībā piekrītu,Pilnībā piekrītu,Jā,Nē,Tas ir drīzāk svarīgi,1.008365442
257,Visi respondenti,Sieviete,25.00,25 - 34,1993,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Kurzeme,Kurzeme,Liepāja,Liepāja,Cita pilsēta,RUS,13.03.2018 21:43,13.03.2018 21:35,13-MAR-2018,12:07:12 priekšp.,Lielās pilsētas,Grūti pateikt,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,0,0,0,0,0,1,Drīzāk piekrītu,Drīzāk piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas nemaz nav svarīgi,1.13543117
260,Visi respondenti,Vīrietis,62.00,55 - 63,1956,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Vācietis (-te),Cits (-ta),Krievu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,90.00,Eur 0 - Eur 250,Vidzeme,Vidzeme,Alūksnes novads,Alūksnes pilsēta,Cita pilsēta,LAT,13.03.2018 21:44,13.03.2018 21:37,13-MAR-2018,12:06:42 priekšp.,Cita pilsēta,Jā,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,1,0,0,1,0,0,0,0,Drīzāk piekrītu,Grūti pateikt,"Nē, viss atkarīgs no iedzimtām spējām",Grūti pateikt,Tas ir drīzāk svarīgi,1.184163597
261,Visi respondenti,Sieviete,34.00,25 - 34,1984,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,850.00,Eur 700 un vairāk,Zemgale,Zemgale,Jelgava,Jelgava,Cita pilsēta,LAT,13.03.2018 21:42,13.03.2018 21:37,13-MAR-2018,12:04:54 priekšp.,Lielās pilsētas,Grūti pateikt,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,1,0,0,1,0,0,Drīzāk piekrītu,Pilnībā piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,1.382742843
262,Visi respondenti,Sieviete,35.00,35 - 44,1983,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,Augstākā vai vidējā līmeņa vadītājs,Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 21:47,13.03.2018 21:39,13-MAR-2018,12:08:30 priekšp.,Rīga,Jā,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,1,0,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk nepiekrītu,"Daļēji, bet ne pilnībā",Nē,Tas drīzāk nav svarīgi,0.81232939
265,Visi respondenti,Sieviete,37.00,35 - 44,1981,Neprecējies (-usies),1,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,800.00,Eur 700 un vairāk,Latgale,Latgale,Daugavpils,Daugavpils,Cita pilsēta,RUS,13.03.2018 21:49,13.03.2018 21:40,13-MAR-2018,12:08:44 priekšp.,Lielās pilsētas,Nē,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,0,0,0,0,1,0,Drīzāk piekrītu,Drīzāk piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,1.097428349
269,Visi respondenti,Sieviete,28.00,25 - 34,1990,Precējies (-usies) vai dzīvo ar partneri,3,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Polis (-iete),Cits (-ta),Krievu,Jā,Nestrādā,"Mājsaimniece (-ks), bērna kopšanas atvaļinājums",Nestrādājošie,450.00,Eur 351 - Eur 499,Pierīga,Vidzeme,Salaspils novads,Salaspils pilsēta,Cita pilsēta,RUS,13.03.2018 21:47,13.03.2018 21:41,13-MAR-2018,12:06:08 priekšp.,Cita pilsēta,Nē,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,0,0,0,0,1,0,0,Drīzāk piekrītu,Grūti pateikt,Jā,Nē,Tas ir drīzāk svarīgi,1.311978639
270,Visi respondenti,Vīrietis,22.00,18 - 24,1996,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,300.00,Eur 251 - Eur 350,Kurzeme,Kurzeme,Kuldīgas novads,Kuldīgas pilsēta,Cita pilsēta,LAT,13.03.2018 21:43,13.03.2018 21:41,13-MAR-2018,12:01:32 priekšp.,Cita pilsēta,Nē,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,1,0,0,0,0,0,0,0,0,Drīzāk nepiekrītu,Drīzāk piekrītu,Jā,"Jā, un ir konkrēti nodomi vai apņemšanās to darīt",Tas drīzāk nav svarīgi,1.197059696
271,Visi respondenti,Vīrietis,36.00,35 - 44,1982,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Nē,Privātajā sektorā,"Strādnieks, strādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 21:47,13.03.2018 21:41,13-MAR-2018,12:05:59 priekšp.,Rīga,Jā,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,1,0,Drīzāk nepiekrītu,Grūti pateikt,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas nemaz nav svarīgi,0.992818504
