ID,d_visi,Jūsu dzimums,Vecums,Vecums,Dzimšanas gads,Jūsu ģimenes stāvoklis,"Cik cilvēku dzīvo Jūsu mājsaimniecībā, ieskaitot Jūs","Vai Jūsu ģimenē ir bērni vecumā līdz 18 gadiem (ieskaitot), kuri dzīvo kopā ar Jums?",Jūs dzīvojat…,Kāda ir Jūsu izglītība?,Izglītība,Kāda ir Jūsu tautība?,Tautība,Kādā valodā galvenokārt Jūs runājat ģimenē?,Vai Jums ir LR pilsonība?,Kādā sektorā Jūs strādājat:,Pamatnodarbošanās (Zemnieks pie pašnodarbinātā),Pamatnodarbošanās,Mēneša vidējie ienākumi uz vienu ģimenes locekli (kopējais),Mēneša vidējie ienākumi uz vienu ģimenes locekli (kvintiles),Reģions,Reģions (vēlēš. apg.),Novads,"Lūdzu, atzīmējiet, kurā pilsētā vai pagastā Jūs dzīvojat. Ja Jums ir vairākas dzīvesvietas, lūdzu, atzīmējiet to, kur Jūs dzīvojat visbiežāk.",Apdzīvota vieta,Kādā valodā notika intervija?,Intervijas beigu laiks,Intervijas sākuma laiks,Intervijas datums,Intervijas garums (min),Apdzīvota vieta,"Vai ģimenē, kurā Jūs uzaugāt, bija kādas ar dziedāšanu saistītas tradīcijas (šūpuļdziesmas, jubilāra apsveikšana dziedot, dziedāšana saviesīgos mājas pasākumos, mājas ballītēs, vecāki dziedāja korī u.tml.)?","Lūdzu, atzīmējiet visus apgalvojumus, kuri raksturo Jūsu dziedāšanas paradumus. - Dziedu korī",Dungoju ik uz soļa,Mēdzu dziedāt līdzi vai kā dalībnieks Dziesmu svētku koncertos,Mēdzu dziedāt līdzi citos koncertos,Mēdzu dziedāt pie Jāņu ugunskura,"Dziedu līdzi, kad svinīgos brīžos tiek dziedāta valsts himna","Mēdzu dziedāt, apsveicot jubilāru","Dažkārt mēdzu dziedāt ballītēs, saviesīgos pasākumos",Mēdzu dziedāt dušā,"Dažkārt dziedu vienatnē, attiecīgā garastāvoklī, kad spēlē dziesmu, kura man patīk","Mēdzu dziedāt baznīcā, Dievkalpojumos","Mēdzu dziedāt, braucot automašīnā",Mēdzu dziedāt bērniem/ kopā ar bērniem,Mēdzu dziedāt citās situācijās,Nekad nedziedu,Cik labi Jūs pārzināt latviešu tautasdziesmas?,Kuras trīs no šīm tautasdziesmām Jums patīk vislabāk? - Skaisti dziedi lakstīgala,"Tumša nakte, zaļa zāle","Āvu, āvu baltas kājas",Rīga dimd,"Kur tu skriesi, vanadziņ(i)",Krauklīt’s sēž ozolā,"Pūt, vējiņi",Neviena,Grūti pateikt,"Vai Jūs piekrītat apgalvojumam, ka latvieši ir dziedātāju tauta?","Vai Jūs piekrītat apgalvojumam, ka mūsu dienās latvieši ir mazākā mērā dziedātāju tauta, nekā pusi gadsimta atpakaļ?","Vai, Jūsuprāt, dziedātprasme ir apgūstama?",Vai Jūs vēlētos iemācīties dziedāt labāk?,"Cik Jums ir svarīgi, lai bērni Latvijā turpina dziedāšanas tradīcijas?",weight
43,Visi respondenti,Vīrietis,21.00,18 - 24,1997,Neprecējies (-usies),5,Jā,Dzīvoklī daudzdzīvokļu māja,Pamatizglītība vai nepabeigta vidējā,Pamatizglītība,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,"Skolnieks, students",Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 19:37,13.03.2018 19:32,13-MAR-2018,12:04:34 priekšp.,Rīga,Nē,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Nemaz neorientējos šajā žanrā,1,1,0,1,0,0,0,0,0,Drīzāk piekrītu,Grūti pateikt,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,1.265586185
44,Visi respondenti,Vīrietis,58.00,55 - 63,1960,Precējies (-usies) vai dzīvo ar partneri,2,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Nē,Privātajā sektorā,"Strādnieks, strādā fizisku darbu",Strādājošie,400.00,Eur 351 - Eur 499,Kurzeme,Kurzeme,Ventspils,Ventspils,Cita pilsēta,LAT,13.03.2018 19:38,13.03.2018 19:33,13-MAR-2018,12:05:18 priekšp.,Lielās pilsētas,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,0,0,0,0,0,1,Drīzāk nepiekrītu,Drīzāk piekrītu,"Nē, viss atkarīgs no iedzimtām spējām",Nē,Tas drīzāk nav svarīgi,0.895555166
46,Visi respondenti,Sieviete,44.00,35 - 44,1974,Šķīries (-usies) vai nedzīvo kopā ar vīru/ sievu,4,Jā,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Pierīga,Vidzeme,Mārupes novads,Mārupes novads,Lauki,LAT,13.03.2018 19:43,13.03.2018 19:34,13-MAR-2018,12:08:32 priekšp.,Lauku teritorija,Nē,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,0,0,0,0,1,0,Drīzāk piekrītu,Pilnībā piekrītu,"Nē, viss atkarīgs no iedzimtām spējām",Nē,Tas ir ļoti svarīgi,0.887814433
47,Visi respondenti,Sieviete,67.00,64 - 75,1951,Neprecējies (-usies),1,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,350.00,Eur 251 - Eur 350,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 19:43,13.03.2018 19:34,13-MAR-2018,12:08:37 priekšp.,Rīga,Jā,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,1,0,0,0,1,0,0,Drīzāk piekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā",Grūti pateikt,Tas ir drīzāk svarīgi,0.804283805
49,Visi respondenti,Sieviete,50.00,45 - 54,1968,Šķīries (-usies) vai nedzīvo kopā ar vīru/ sievu,1,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 19:42,13.03.2018 19:36,13-MAR-2018,12:05:34 priekšp.,Rīga,Grūti pateikt,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,0,1,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.785672431
50,Visi respondenti,Vīrietis,61.00,55 - 63,1957,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Strādnieks, strādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 19:52,13.03.2018 19:37,13-MAR-2018,12:14:23 priekšp.,Rīga,Grūti pateikt,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,1,0,0,0,0,1,1,0,0,Pilnībā piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.806258873
51,Visi respondenti,Vīrietis,61.00,55 - 63,1957,Precējies (-usies) vai dzīvo ar partneri,4,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Pierīga,Vidzeme,Ogres novads,Ogres pilsēta,Cita pilsēta,LAT,13.03.2018 19:44,13.03.2018 19:37,13-MAR-2018,12:07:04 priekšp.,Cita pilsēta,Jā,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,1,0,1,0,0,1,0,0,Pilnībā piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,0.881179819
54,Visi respondenti,Sieviete,33.00,25 - 34,1985,Neprecējies (-usies),1,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 19:47,13.03.2018 19:41,13-MAR-2018,12:05:22 priekšp.,Rīga,Jā,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,Populārākajām dziesmām varu nodziedāt dažus pantus,1,0,0,0,1,1,0,0,0,Pilnībā piekrītu,Pilnība nepiekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,1.02221671
55,Visi respondenti,Vīrietis,38.00,35 - 44,1980,Precējies (-usies) vai dzīvo ar partneri,4,Jā,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,700.00,Eur 700 un vairāk,Zemgale,Zemgale,Jelgava,Jelgava,Cita pilsēta,LAT,13.03.2018 19:48,13.03.2018 19:42,13-MAR-2018,12:06:20 priekšp.,Lielās pilsētas,Jā,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,0,0,0,0,1,0,0,Pilnībā piekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.973824732
56,Visi respondenti,Sieviete,37.00,35 - 44,1981,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Pierīga,Zemgale,Tukuma novads,Tukuma pilsēta,Cita pilsēta,LAT,13.03.2018 19:50,13.03.2018 19:42,13-MAR-2018,12:07:36 priekšp.,Cita pilsēta,Nē,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.875824498
57,Visi respondenti,Vīrietis,18.00,18 - 24,2000,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Zemgale,Zemgale,Neretas novads,Neretas pagasts,Lauki,LAT,13.03.2018 19:53,13.03.2018 19:43,13-MAR-2018,12:09:36 priekšp.,Lauku teritorija,Jā,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,0,1,1,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,1.457794864
58,Visi respondenti,Sieviete,46.00,45 - 54,1972,Neprecējies (-usies),4,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Polis (-iete),Cits (-ta),Krievu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Latgale,Latgale,Daugavpils novads,Laucesas pagasts,Lauki,LAT,13.03.2018 19:57,13.03.2018 19:44,13-MAR-2018,12:12:03 priekšp.,Lauku teritorija,Jā,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,1,0,0,0,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas drīzāk nav svarīgi,1.061415738
60,Visi respondenti,Sieviete,54.00,45 - 54,1964,Precējies (-usies) vai dzīvo ar partneri,4,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Latgale,Latgale,Līvānu novads,Līvānu pilsēta,Cita pilsēta,LAT,13.03.2018 19:49,13.03.2018 19:45,13-MAR-2018,12:04:17 priekšp.,Cita pilsēta,Nē,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,0,1,0,0,0,0,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.903840442
63,Visi respondenti,Sieviete,55.00,55 - 63,1963,Precējies (-usies) vai dzīvo ar partneri,2,Nē,"Dvīņu māja, rindu māja",Augstākā,Augstākā,Lietuvietis (-te),Cits (-ta),Latviešu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,1000.00,Eur 700 un vairāk,Pierīga,Vidzeme,Ikšķiles novads,Ikšķiles pilsēta,Cita pilsēta,LAT,13.03.2018 19:59,13.03.2018 19:46,13-MAR-2018,12:13:32 priekšp.,Cita pilsēta,Jā,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,1,0,0,0,1,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.99429293
65,Visi respondenti,Vīrietis,30.00,25 - 34,1988,Neprecējies (-usies),4,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,500.00,Eur 500 - Eur 699,Kurzeme,Kurzeme,Ventspils,Ventspils,Cita pilsēta,LAT,13.03.2018 19:57,13.03.2018 19:49,13-MAR-2018,12:07:35 priekšp.,Lielās pilsētas,Nē,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,Jā,Nē,Tas ir ļoti svarīgi,1.006261839
66,Visi respondenti,Vīrietis,36.00,35 - 44,1982,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Jā,Privātajā sektorā,Augstākā vai vidējā līmeņa vadītājs,Strādājošie,1530.00,Eur 700 un vairāk,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 19:56,13.03.2018 19:49,13-MAR-2018,12:06:52 priekšp.,Rīga,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,1,0,Pilnība nepiekrītu,Grūti pateikt,"Nē, viss atkarīgs no iedzimtām spējām",Nē,Tas nemaz nav svarīgi,0.992818504
67,Visi respondenti,Sieviete,63.00,55 - 63,1955,Precējies (-usies) vai dzīvo ar partneri,3,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,1200.00,Eur 700 un vairāk,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 19:57,13.03.2018 19:52,13-MAR-2018,12:05:34 priekšp.,Rīga,Jā,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,0,0,0,0,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Grūti pateikt,Tas ir drīzāk svarīgi,0.774694662
68,Visi respondenti,Vīrietis,55.00,55 - 63,1963,Neprecējies (-usies),1,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,980.00,Eur 700 un vairāk,Pierīga,Vidzeme,Carnikavas novads,Carnikavas novads,Lauki,LAT,13.03.2018 19:57,13.03.2018 19:52,13-MAR-2018,12:05:33 priekšp.,Lauku teritorija,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,0,0,0,0,0,0,1,Grūti pateikt,Grūti pateikt,Grūti pateikt,Grūti pateikt,Grūti pateikt,0.881179819
70,Visi respondenti,Vīrietis,56.00,55 - 63,1962,Precējies (-usies) vai dzīvo ar partneri,3,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,300.00,Eur 251 - Eur 350,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 20:01,13.03.2018 19:54,13-MAR-2018,12:06:34 priekšp.,Rīga,Jā,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,0,0,1,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Grūti pateikt,0.946821825
71,Visi respondenti,Vīrietis,34.00,25 - 34,1984,Precējies (-usies) vai dzīvo ar partneri,3,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 20:04,13.03.2018 19:55,13-MAR-2018,12:08:56 priekšp.,Rīga,Nē,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,0,1,Pilnībā piekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas nemaz nav svarīgi,1.24934008
72,Visi respondenti,Vīrietis,52.00,45 - 54,1966,Šķīries (-usies) vai nedzīvo kopā ar vīru/ sievu,2,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 20:01,13.03.2018 19:55,13-MAR-2018,12:05:32 priekšp.,Rīga,Jā,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,0,1,Drīzāk nepiekrītu,Grūti pateikt,Grūti pateikt,Nē,Tas nemaz nav svarīgi,0.960238712
73,Visi respondenti,Vīrietis,44.00,35 - 44,1974,Precējies (-usies) vai dzīvo ar partneri,13,Jā,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,80.00,Eur 0 - Eur 250,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 20:01,13.03.2018 19:56,13-MAR-2018,12:05:53 priekšp.,Rīga,Jā,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Nemaz neorientējos šajā žanrā,0,1,0,0,0,0,0,0,0,Grūti pateikt,Grūti pateikt,"Nē, viss atkarīgs no iedzimtām spējām",Nē,Tas nemaz nav svarīgi,0.992818504
75,Visi respondenti,Vīrietis,34.00,25 - 34,1984,Precējies (-usies) vai dzīvo ar partneri,5,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,320.00,Eur 251 - Eur 350,Zemgale,Zemgale,Jelgava,Jelgava,Cita pilsēta,LAT,13.03.2018 20:26,13.03.2018 19:57,13-MAR-2018,12:28:41 priekšp.,Lielās pilsētas,Jā,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,1,1,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir ļoti svarīgi,1.225438753
76,Visi respondenti,Vīrietis,36.00,35 - 44,1982,Šķīries (-usies) vai nedzīvo kopā ar vīru/ sievu,2,Nē,Dzīvoklī daudzdzīvokļu māja,Pamatizglītība vai nepabeigta vidējā,Pamatizglītība,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,13.03.2018 20:04,13.03.2018 19:59,13-MAR-2018,12:05:10 priekšp.,Rīga,Nē,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,1,0,0,0,0,0,0,0,Pilnībā piekrītu,Grūti pateikt,"Nē, viss atkarīgs no iedzimtām spējām","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.845426993
77,Visi respondenti,Sieviete,64.00,64 - 75,1954,Atraitnis (-e),1,Nē,"Savrupmāja, privātmāja",Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Strādnieks, strādā fizisku darbu",Strādājošie,700.00,Eur 700 un vairāk,Pierīga,Vidzeme,Inčukalna novads,Inčukalna pagasts,Lauki,LAT,13.03.2018 20:08,13.03.2018 19:59,13-MAR-2018,12:08:50 priekšp.,Lauku teritorija,Jā,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,Populārākajām dziesmām varu nodziedāt dažus pantus,1,1,0,0,0,0,1,0,0,Drīzāk nepiekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.879021219
78,Visi respondenti,Sieviete,65.00,64 - 75,1953,Šķīries (-usies) vai nedzīvo kopā ar vīru/ sievu,1,Nē,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,300.00,Eur 251 - Eur 350,Kurzeme,Kurzeme,Ventspils,Ventspils,Cita pilsēta,LAT,13.03.2018 20:06,13.03.2018 20:00,13-MAR-2018,12:06:28 priekšp.,Lielās pilsētas,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,1,0,1,0,0,1,0,0,Pilnībā piekrītu,Pilnībā piekrītu,"Nē, viss atkarīgs no iedzimtām spējām","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.760735016
80,Visi respondenti,Vīrietis,67.00,64 - 75,1951,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,200.00,Eur 0 - Eur 250,Latgale,Latgale,Krāslavas novads,Krāslavas pilsēta,Cita pilsēta,LAT,13.03.2018 20:10,13.03.2018 20:04,13-MAR-2018,12:06:32 priekšp.,Cita pilsēta,Grūti pateikt,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,1,0,0,0,0,0,0,0,Drīzāk piekrītu,Grūti pateikt,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,0.962949525
81,Visi respondenti,Sieviete,65.00,64 - 75,1953,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Polis (-iete),Cits (-ta),Krievu,Nē,Nestrādā,Pensionārs (-e),Nestrādājošie,300.00,Eur 251 - Eur 350,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,13.03.2018 20:12,13.03.2018 20:04,13-MAR-2018,12:07:57 priekšp.,Rīga,Jā,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,0,0,0,0,0,1,0,Drīzāk nepiekrītu,Grūti pateikt,"Daļēji, bet ne pilnībā",Nē,Tas drīzāk nav svarīgi,0.944502424
82,Visi respondenti,Sieviete,38.00,35 - 44,1980,Precējies (-usies) vai dzīvo ar partneri,5,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Cits (-ta),Cits (-ta),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Kurzeme,Kurzeme,Ventspils,Ventspils,Cita pilsēta,LAT,13.03.2018 20:35,13.03.2018 20:07,13-MAR-2018,12:28:50 priekšp.,Lielās pilsētas,Jā,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,1,1,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.902298016
